             0.1	     0.000312075	     0.000624035
            0.11	       0.0100523	       0.0199873
           0.121	       0.0155587	        0.030837
          0.1331	       0.0039055	      0.00779323
         0.14641	       0.0442365	       0.0862342
        0.161051	         0.14539	        0.267629
        0.177156	       0.0648789	        0.124985
        0.194872	      0.00277325	      0.00553753
        0.214359	        0.351631	        0.578895
        0.235795	       0.0156189	       0.0309551
        0.259374	        0.281353	        0.480789
        0.285312	        0.191239	        0.343193
        0.313843	        0.215776	         0.38205
        0.345227	        0.137362	        0.253988
         0.37975	         0.52798	         0.79423
        0.417725	       0.0197898	       0.0391267
        0.459497	       0.0917831	        0.174126
        0.505447	       0.0345538	       0.0677358
        0.555992	        0.248242	         0.43184
        0.611591	        0.540185	        0.807668
         0.67275	         0.75776	        0.979763
        0.740025	         2.77982	        0.203715
        0.814027	         1.65874	        0.462372
         0.89543	        0.811841	        0.934008
        0.984973	        0.203754	        0.363145
         1.08347	         1.48258	        0.531655
         1.19182	         6.70694	       0.0221663
           1.311	        0.360711	        0.591024
          1.4421	        0.871339	        0.886522
         1.58631	          1.9837	        0.360341
         1.74494	         1.75609	        0.428628
         1.91943	         3.49566	        0.127288
         2.11138	         4.12395	       0.0866639
         2.32252	         1.90717	        0.381778
         2.55477	         4.73717	       0.0608973
         2.81024	         2.99184	        0.176542
         3.09127	         3.73174	        0.109848
         3.40039	         10.7022	      0.00429832
         3.74043	       0.0444566	       0.0866522
         4.11448	          3.5497	        0.123026
         4.52593	         99.1019	     6.92269e-08
         4.97852	          10.675	      0.00434047
         5.47637	         86.7227	     1.46832e-07
         6.02401	         18.7118	     0.000409743
         6.62641	         16.5573	     0.000708295
         7.28905	         90.8263	     1.13234e-07
         8.01795	         18.2649	     0.000457159
         8.81975	         12.0535	      0.00269503
         9.70172	         9.22304	      0.00749772
         10.6719	         311.866	     9.04642e-11
         11.7391	         231.554	     5.19235e-10
          12.913	         26.4366	     8.01174e-05
         14.2043	         92.5624	     1.01782e-07
         15.6247	         97.5111	     7.58605e-08
         17.1872	         31.8977	     3.14964e-05
         18.9059	         760.991	     4.58349e-13
         20.7965	         303.945	     1.05252e-10
         22.8762	         447.313	     1.07535e-11
         25.1638	         127.675	     1.63547e-08
         27.6801	         389.149	     2.45115e-11
