-2.03459	-1.29785
-2.03052	-1.29361
-2.02645	-1.28949
-2.02238	-1.28544
-2.0183	-1.28147
-2.01423	-1.27751
-2.01016	-1.2737
-2.00608	-1.26989
-2.00201	-1.26624
-1.99794	-1.26251
-1.99386	-1.25894
-1.98979	-1.25537
-1.98572	-1.2518
-1.98164	-1.24831
-1.97757	-1.24482
-1.9735	-1.2414
-1.96942	-1.23799
-1.96535	-1.23466
-1.96128	-1.23133
-1.9572	-1.22799
-1.95313	-1.22474
-1.94906	-1.22149
-1.94498	-1.21823
-1.94091	-1.21506
-1.93684	-1.21181
-1.93276	-1.20863
-1.92869	-1.20554
-1.92462	-1.20237
-1.92054	-1.19927
-1.91647	-1.19618
-1.9124	-1.19308
-1.90832	-1.19007
-1.90425	-1.18697
-1.90018	-1.18396
-1.8961	-1.18094
-1.89203	-1.17793
-1.88796	-1.17491
-1.88388	-1.1719
-1.87981	-1.16896
-1.87574	-1.16602
-1.87166	-1.16309
-1.86759	-1.16015
-1.86352	-1.15722
-1.85944	-1.15428
-1.85537	-1.15135
-1.8513	-1.14849
-1.84722	-1.14555
-1.84315	-1.1427
-1.83908	-1.13984
-1.835	-1.13698
-1.83093	-1.13413
-1.82686	-1.13127
-1.82279	-1.12841
-1.81871	-1.12564
-1.81464	-1.12278
-1.81057	-1.12
-1.80649	-1.11715
-1.80242	-1.11437
-1.79835	-1.11159
-1.79427	-1.10874
-1.7902	-1.10596
-1.78613	-1.10318
-1.78205	-1.10041
-1.77798	-1.09771
-1.77391	-1.09493
-1.76983	-1.09215
-1.76576	-1.08938
-1.76169	-1.08668
-1.75761	-1.0839
-1.75354	-1.0812
-1.74947	-1.07851
-1.74539	-1.07573
-1.74132	-1.07303
-1.73725	-1.07033
-1.73317	-1.06764
-1.7291	-1.06486
-1.72503	-1.06216
-1.72095	-1.05946
-1.71688	-1.05677
-1.71281	-1.05407
-1.70873	-1.05145
-1.70466	-1.04875
-1.70059	-1.04605
-1.69651	-1.04336
-1.69244	-1.04074
-1.68837	-1.03804
-1.68429	-1.03534
-1.68022	-1.03272
-1.67615	-1.03003
-1.67207	-1.02741
-1.668	-1.02479
-1.66393	-1.02209
-1.65985	-1.01947
-1.65578	-1.01678
-1.65171	-1.01416
-1.64763	-1.01154
-1.64356	-1.00892
-1.63949	-1.0063
-1.63542	-1.0036
-1.63134	-1.00099
-1.62727	-0.998367
-1.6232	-0.995749
-1.61912	-0.99313
-1.61505	-0.990512
-1.61098	-0.987894
-1.6069	-0.985275
-1.60283	-0.982657
-1.59876	-0.980118
-1.59468	-0.977499
-1.59061	-0.974881
-1.58654	-0.972263
-1.58246	-0.969644
-1.57839	-0.967105
-1.57432	-0.964487
-1.57024	-0.961868
-1.56617	-0.959329
-1.5621	-0.956711
-1.55802	-0.954092
-1.55395	-0.951553
-1.54988	-0.948935
-1.5458	-0.946396
-1.54173	-0.943777
-1.53766	-0.941238
-1.53358	-0.93862
-1.52951	-0.936081
-1.52544	-0.933463
-1.52136	-0.930923
-1.51729	-0.928305
-1.51322	-0.925766
-1.50914	-0.923227
-1.50507	-0.920609
-1.501	-0.918069
-1.49692	-0.91553
-1.49285	-0.912912
-1.48878	-0.910373
-1.4847	-0.907834
-1.48063	-0.905295
-1.47656	-0.902676
-1.47248	-0.900137
-1.46841	-0.897598
-1.46434	-0.895059
-1.46026	-0.89252
-1.45619	-0.889902
-1.45212	-0.887363
-1.44804	-0.884824
-1.44397	-0.882285
-1.4399	-0.879745
-1.43583	-0.877206
-1.43175	-0.874667
-1.42768	-0.872128
-1.42361	-0.869589
-1.41953	-0.86705
-1.41546	-0.864511
-1.41139	-0.861972
-1.40731	-0.859433
-1.40324	-0.856894
