3.00000000000000000000e+01	-2.660e+03	 9.394e+03	-7.625e+03
6.00000000000000000000e+01	-2.485e+03	 9.301e+03	-7.856e+03
9.00000000000000000000e+01	-2.300e+03	 9.200e+03	-8.006e+03
1.20000000000000000000e+02	-2.094e+03	 9.044e+03	-8.213e+03
1.50000000000000000000e+02	-1.923e+03	 8.933e+03	-8.382e+03
1.80000000000000000000e+02	-1.743e+03	 8.823e+03	-8.569e+03
2.10000000000000000000e+02	-1.571e+03	 8.713e+03	-8.759e+03
2.40000000000000000000e+02	-1.395e+03	 8.601e+03	-8.972e+03
2.70000000000000000000e+02	-1.197e+03	 8.459e+03	-9.132e+03
3.00000000000000000000e+02	-1.008e+03	 8.333e+03	-9.245e+03
3.30000000000000000000e+02	-8.094e+02	 8.188e+03	-9.444e+03
3.60000000000000000000e+02	-6.211e+02	 8.050e+03	-9.571e+03
3.90000000000000000000e+02	-4.649e+02	 7.924e+03	-9.780e+03
4.20000000000000000000e+02	-2.430e+02	 7.747e+03	-9.900e+03
4.50000000000000000000e+02	-6.357e+01	 7.596e+03	-1.004e+04
4.80000000000000000000e+02	 1.279e+02	 7.445e+03	-1.022e+04
5.10000000000000000000e+02	 3.176e+02	 7.347e+03	-1.040e+04
5.40000000000000000000e+02	 4.735e+02	 7.139e+03	-1.048e+04
5.70000000000000000000e+02	 7.003e+02	 7.045e+03	-1.058e+04
6.00000000000000000000e+02	 9.174e+02	 6.854e+03	-1.069e+04
6.30000000000000000000e+02	 1.059e+03	 6.685e+03	-1.083e+04
6.60000000000000000000e+02	 1.241e+03	 6.533e+03	-1.098e+04
6.90000000000000000000e+02	 1.438e+03	 6.395e+03	-1.108e+04
7.20000000000000000000e+02	 1.576e+03	 6.143e+03	-1.118e+04
7.50000000000000000000e+02	 1.761e+03	 6.011e+03	-1.133e+04
7.80000000000000000000e+02	 1.946e+03	 5.836e+03	-1.142e+04
8.10000000000000000000e+02	 2.138e+03	 5.641e+03	-1.154e+04
8.40000000000000000000e+02	 2.369e+03	 5.501e+03	-1.162e+04
8.70000000000000000000e+02	 2.521e+03	 5.257e+03	-1.177e+04
9.00000000000000000000e+02	 2.708e+03	 5.101e+03	-1.183e+04
9.30000000000000000000e+02	 2.917e+03	 4.883e+03	-1.192e+04
9.60000000000000000000e+02	 3.080e+03	 4.701e+03	-1.203e+04
9.90000000000000000000e+02	 3.245e+03	 4.527e+03	-1.210e+04
1.02000000000000000000e+03	 3.460e+03	 4.297e+03	-1.219e+04
1.05000000000000000000e+03	 3.651e+03	 4.059e+03	-1.228e+04
1.08000000000000000000e+03	 3.837e+03	 3.878e+03	-1.238e+04
