3.00000000000000000000e+01	-2.399e-01	-2.960e+00	 1.261e+01
6.00000000000000000000e+01	-2.722e-01	-1.124e+00	 8.556e+00
9.00000000000000000000e+01	-9.461e-01	-4.233e+00	 1.642e+01
1.20000000000000000000e+02	 5.242e-02	-2.356e+00	-4.857e+00
1.50000000000000000000e+02	 3.717e-01	-3.472e+00	-1.112e+01
1.80000000000000000000e+02	 5.869e-01	-4.460e+00	-1.444e+01
2.10000000000000000000e+02	 5.579e-01	-4.453e+00	-1.316e+01
2.40000000000000000000e+02	 1.681e+00	-1.621e+00	-1.732e+01
2.70000000000000000000e+02	 2.931e+00	-2.506e-02	-2.218e+01
3.00000000000000000000e+02	 1.700e-01	-2.886e+00	-6.200e+00
3.30000000000000000000e+02	 9.345e-01	-2.758e+00	-1.053e+01
3.60000000000000000000e+02	-1.129e+00	-4.861e+00	-2.446e+00
3.90000000000000000000e+02	-1.583e+00	-2.502e+00	 3.460e+00
4.20000000000000000000e+02	-5.708e-01	-2.402e+00	-1.683e+00
4.50000000000000000000e+02	-6.919e-01	-1.969e+00	-6.319e-01
4.80000000000000000000e+02	 1.928e+00	-3.971e-01	-8.175e+00
5.10000000000000000000e+02	 1.762e+00	-4.117e-01	-7.032e+00
5.40000000000000000000e+02	 4.256e-01	 2.517e+00	 3.124e+00
5.70000000000000000000e+02	-8.265e+00	-8.852e-01	 2.402e+01
6.00000000000000000000e+02	-1.055e+01	-4.777e+00	 2.226e+01
6.30000000000000000000e+02	-1.098e+01	-8.537e+00	 1.478e+01
6.60000000000000000000e+02	-1.074e+01	-1.172e+01	 6.671e+00
6.90000000000000000000e+02	-1.635e+01	-1.652e+01	 1.007e+01
7.20000000000000000000e+02	-1.321e+01	-1.482e+01	 3.840e+00
7.50000000000000000000e+02	-1.439e+01	-1.434e+01	 5.450e+00
7.80000000000000000000e+02	-1.694e+01	-1.359e+01	 1.022e+01
8.10000000000000000000e+02	-1.388e+01	-1.268e+01	 4.167e+00
8.40000000000000000000e+02	-1.797e+01	-1.624e+01	 3.818e+00
8.70000000000000000000e+02	-8.652e+00	-1.507e+01	-1.146e+01
9.00000000000000000000e+02	-1.326e+01	-1.443e+01	-3.789e+00
9.30000000000000000000e+02	-9.046e+00	-1.498e+01	-1.192e+01
9.60000000000000000000e+02	-1.042e+01	-1.322e+01	-7.575e+00
9.90000000000000000000e+02	-2.053e+01	-9.215e+00	 1.190e+01
1.02000000000000000000e+03	-1.667e+01	-8.361e+00	 7.250e+00
1.05000000000000000000e+03	-3.962e+00	-8.005e+00	-8.260e+00
1.08000000000000000000e+03	 4.811e-01	-7.588e+00	-1.262e+01
1.11000000000000000000e+03	-7.128e+00	-3.284e+00	 2.327e+00
1.14000000000000000000e+03	-2.715e+01	 1.000e+00	 2.857e+01
1.17000000000000000000e+03	-2.546e+01	 4.559e-01	 2.489e+01
1.20000000000000000000e+03	-2.041e+01	 1.366e+00	 2.036e+01
1.23000000000000000000e+03	-2.018e+01	-5.151e-01	 1.638e+01
1.26000000000000000000e+03	-1.065e+01	-4.144e-01	 7.969e+00
1.29000000000000000000e+03	-2.884e+00	-1.672e+00	-1.233e-01
1.32000000000000000000e+03	-1.147e+01	-4.303e-01	 7.681e+00
1.35000000000000000000e+03	-1.757e+01	 8.524e-01	 1.319e+01
1.38000000000000000000e+03	-1.487e+01	-1.946e+00	 7.263e+00
1.41000000000000000000e+03	-2.222e+01	-2.465e-01	 1.356e+01
1.44000000000000000000e+03	-1.144e+01	-5.798e+00	-1.119e-01
1.47000000000000000000e+03	-4.700e+00	-8.257e+00	-6.835e+00
1.50000000000000000000e+03	-1.003e+01	-6.627e+00	-1.882e+00
1.53000000000000000000e+03	-1.151e+01	-5.166e+00	 5.109e-01
1.56000000000000000000e+03	 2.571e-01	-7.850e+00	-8.143e+00
1.59000000000000000000e+03	-4.942e+00	-7.704e+00	-5.109e+00
