1.62000000000000000000e+03	 6.872e-01	-9.450e+00	-9.078e+00
1.65000000000000000000e+03	-1.283e+00	-9.442e+00	-7.714e+00
1.68000000000000000000e+03	-5.145e+00	-8.458e+00	-4.778e+00
1.71000000000000000000e+03	 2.670e+00	-1.225e+01	-1.073e+01
1.74000000000000000000e+03	 3.042e+00	-1.181e+01	-9.891e+00
1.77000000000000000000e+03	-9.191e+00	-8.167e+00	-1.860e+00
1.80000000000000000000e+03	-3.984e+00	-1.060e+01	-5.160e+00
1.83000000000000000000e+03	 1.180e+00	-1.151e+01	-7.169e+00
1.86000000000000000000e+03	-5.490e-01	-1.071e+01	-5.484e+00
1.89000000000000000000e+03	-7.690e-01	-1.051e+01	-4.778e+00
1.92000000000000000000e+03	-5.294e-01	-9.268e+00	-3.811e+00
1.95000000000000000000e+03	-8.177e-01	-9.299e+00	-3.266e+00
1.98000000000000000000e+03	 1.300e+01	-1.295e+01	-9.023e+00
2.01000000000000000000e+03	 5.748e+00	-8.095e+00	-4.333e+00
2.04000000000000000000e+03	 1.133e+01	-1.081e+01	-6.588e+00
2.07000000000000000000e+03	 8.213e+00	-9.172e+00	-4.610e+00
2.10000000000000000000e+03	-9.204e+00	-1.171e+00	 3.081e+00
2.13000000000000000000e+03	-1.338e+01	 1.149e+00	 4.815e+00
2.16000000000000000000e+03	 2.485e+00	-4.850e+00	-1.134e+00
2.19000000000000000000e+03	 8.299e+00	-6.221e+00	-2.918e+00
2.22000000000000000000e+03	 1.033e+00	-9.742e-01	-3.181e-01
2.25000000000000000000e+03	 1.216e+01	-4.900e+00	-3.832e+00
2.28000000000000000000e+03	 1.410e+01	-4.310e+00	-4.350e+00
2.31000000000000000000e+03	 1.862e+01	-6.763e+00	-5.324e+00
2.34000000000000000000e+03	 9.677e+00	-9.910e-01	-3.152e+00
2.37000000000000000000e+03	-3.696e+00	 6.556e+00	-3.379e-01
2.40000000000000000000e+03	-3.277e+00	 5.177e+00	-3.123e-01
2.43000000000000000000e+03	-3.720e+00	 5.176e+00	-3.647e-01
2.46000000000000000000e+03	-7.607e+00	 5.478e+00	 6.824e-01
2.49000000000000000000e+03	-6.456e+00	 1.085e+00	 1.812e+00
2.52000000000000000000e+03	-1.156e+01	 4.160e+00	 2.216e+00
2.55000000000000000000e+03	-1.066e+01	 4.326e+00	 1.689e+00
2.58000000000000000000e+03	 6.458e+00	-3.434e+00	-5.317e-01
2.61000000000000000000e+03	 6.256e+00	-2.557e+00	-7.953e-01
2.64000000000000000000e+03	 4.581e+00	-2.365e+00	-2.473e-01
2.67000000000000000000e+03	 5.408e+00	-4.142e+00	 5.888e-01
2.70000000000000000000e+03	-4.568e-02	-2.069e+00	 1.295e+00
2.73000000000000000000e+03	-3.282e+00	-1.002e+00	 1.761e+00
2.76000000000000000000e+03	 1.855e-01	-1.945e+00	 1.238e+00
2.79000000000000000000e+03	 3.597e+00	-4.983e+00	 2.246e+00
2.82000000000000000000e+03	-7.982e+00	-8.208e-01	 3.262e+00
2.85000000000000000000e+03	-1.471e+01	 3.060e+00	 2.638e+00
2.88000000000000000000e+03	-2.079e+01	 5.335e+00	 2.829e+00
2.91000000000000000000e+03	-1.419e+01	 2.092e+00	 3.036e+00
2.94000000000000000000e+03	-2.740e+01	 8.953e+00	 1.763e+00
2.97000000000000000000e+03	-3.095e+01	 9.499e+00	 2.265e+00
3.00000000000000000000e+03	-1.721e+01	 3.525e+00	 2.584e+00
3.03000000000000000000e+03	-2.029e+01	 5.707e+00	 1.560e+00
3.06000000000000000000e+03	-1.223e+01	 2.830e+00	 1.378e+00
3.09000000000000000000e+03	-1.744e+01	 6.111e+00	-1.282e-02
3.12000000000000000000e+03	-1.086e+01	 3.868e+00	-1.490e-01
3.15000000000000000000e+03	-9.285e-01	-1.377e+00	 1.536e+00
3.18000000000000000000e+03	-5.664e+00	 7.818e-01	 9.580e-01
3.21000000000000000000e+03	-4.505e+00	-4.563e-01	 1.751e+00
3.24000000000000000000e+03	 2.432e+00	-3.683e+00	 2.803e+00
3.27000000000000000000e+03	-1.129e+00	-1.807e+00	 2.065e+00
3.30000000000000000000e+03	-6.044e+00	 1.149e+00	 5.798e-01
3.33000000000000000000e+03	-3.479e+00	 1.154e-01	 8.501e-01
3.36000000000000000000e+03	 1.423e+00	-2.374e+00	 1.970e+00
3.39000000000000000000e+03	 1.248e+01	-7.984e+00	 4.671e+00
3.42000000000000000000e+03	 1.207e+00	-3.255e+00	 2.982e+00
3.45000000000000000000e+03	 7.970e+00	-5.357e+00	 3.407e+00
3.48000000000000000000e+03	-5.041e+00	 3.029e-01	 9.631e-01
3.51000000000000000000e+03	 1.105e+01	-7.237e+00	 4.725e+00
3.54000000000000000000e+03	-5.875e+00	 1.129e+00	 2.516e-01
3.57000000000000000000e+03	-1.317e+01	 4.973e+00	-2.046e+00
3.60000000000000000000e+03	-9.799e+00	 3.657e+00	-1.536e+00
