-0.00173131	0
-0.00164662	0.00833333
-0.00164639	0.0166667
-0.00164419	0.025
-0.00163599	0.0333333
-0.00161743	0.0416667
-0.00159755	0.05
-0.00153538	0.0583333
-0.00152956	0.0666667
-0.00148329	0.075
-0.0014796	0.0833333
-0.0014678	0.0916667
-0.00144164	0.1
-0.00143757	0.108333
-0.00143117	0.116667
-0.00142286	0.125
-0.00139688	0.133333
-0.0013791	0.141667
-0.00137677	0.15
-0.00137081	0.158333
-0.00135361	0.166667
-0.00134594	0.175
-0.0013373	0.183333
-0.00132107	0.191667
-0.00131504	0.2
-0.00127555	0.208333
-0.00127129	0.216667
-0.00126293	0.225
-0.00120507	0.233333
-0.00118343	0.241667
-0.00116197	0.25
-0.00114037	0.258333
-0.00112597	0.266667
-0.001106	0.275
-0.0010856	0.283333
-0.00108273	0.291667
-0.00107898	0.3
-0.00106116	0.308333
-0.00104245	0.316667
-0.0010107	0.325
-0.00100311	0.333333
-0.000967463	0.341667
-0.000947309	0.35
-0.000944456	0.358333
-0.00093868	0.366667
-0.000936944	0.375
-0.000918695	0.383333
-0.00091559	0.391667
-0.000887119	0.4
-0.000884353	0.408333
-0.000871357	0.416667
-0.000870276	0.425
-0.000857789	0.433333
-0.00081012	0.441667
-0.000792768	0.45
-0.000773515	0.458333
-0.000739559	0.466667
-0.000736374	0.475
-0.000733518	0.483333
-0.000728147	0.491667
-0.000707168	0.5
-0.0006916	0.508333
-0.000683833	0.516667
-0.000682392	0.525
-0.000677464	0.533333
-0.000670073	0.541667
-0.00066781	0.55
-0.000661444	0.558333
-0.000633094	0.566667
-0.000632737	0.575
-0.000613706	0.583333
-0.000607469	0.591667
-0.000598748	0.6
-0.000557692	0.608333
-0.000537018	0.616667
-0.000520843	0.625
-0.000500783	0.633333
-0.000477522	0.641667
-0.000466803	0.65
-0.000466505	0.658333
-0.000445113	0.666667
-0.000424782	0.675
-0.000421144	0.683333
-0.00041896	0.691667
-0.000417104	0.7
-0.000381518	0.708333
-0.00027123	0.716667
-0.000266773	0.725
-0.000247584	0.733333
-0.000247489	0.741667
-0.000244297	0.75
-0.000188185	0.758333
-0.000166541	0.766667
-0.000158389	0.775
-0.000141486	0.783333
-0.000138065	0.791667
-0.000137084	0.8
-0.000133159	0.808333
-0.000119762	0.816667
-0.000113875	0.825
-0.000112821	0.833333
-0.000111125	0.841667
-9.63459e-05	0.85
-8.2269e-05	0.858333
-6.67381e-05	0.866667
-6.12781e-05	0.875
-3.91812e-05	0.883333
-2.32724e-05	0.891667
-2.08987e-05	0.9
7.82996e-07	0.908333
8.26863e-05	0.916667
0.000108132	0.925
0.000166194	0.933333
0.000323897	0.941667
0.000395155	0.95
0.000429068	0.958333
0.000679706	0.966667
0.000729916	0.975
0.000747731	0.983333
