3.00000000000000000000e+01	-5.284e+04	-1.492e+05
6.00000000000000000000e+01	-5.528e+04	-1.472e+05
9.00000000000000000000e+01	-5.816e+04	-1.466e+05
1.20000000000000000000e+02	-6.088e+04	-1.448e+05
1.50000000000000000000e+02	-6.375e+04	-1.437e+05
1.80000000000000000000e+02	-6.655e+04	-1.425e+05
2.10000000000000000000e+02	-6.914e+04	-1.409e+05
2.40000000000000000000e+02	-7.130e+04	-1.384e+05
2.70000000000000000000e+02	-7.363e+04	-1.362e+05
3.00000000000000000000e+02	-7.654e+04	-1.356e+05
3.30000000000000000000e+02	-7.915e+04	-1.340e+05
3.60000000000000000000e+02	-8.210e+04	-1.333e+05
3.90000000000000000000e+02	-8.418e+04	-1.310e+05
4.20000000000000000000e+02	-8.677e+04	-1.293e+05
4.50000000000000000000e+02	-8.926e+04	-1.277e+05
4.80000000000000000000e+02	-9.147e+04	-1.254e+05
5.10000000000000000000e+02	-9.403e+04	-1.239e+05
5.40000000000000000000e+02	-9.587e+04	-1.216e+05
5.70000000000000000000e+02	-9.951e+04	-1.218e+05
6.00000000000000000000e+02	-1.033e+05	-1.216e+05
6.30000000000000000000e+02	-1.060e+05	-1.202e+05
6.60000000000000000000e+02	-1.085e+05	-1.185e+05
6.90000000000000000000e+02	-1.118e+05	-1.178e+05
7.20000000000000000000e+02	-1.128e+05	-1.145e+05
7.50000000000000000000e+02	-1.143e+05	-1.116e+05
7.80000000000000000000e+02	-1.157e+05	-1.089e+05
8.10000000000000000000e+02	-1.168e+05	-1.056e+05
8.40000000000000000000e+02	-1.197e+05	-1.041e+05
8.70000000000000000000e+02	-1.203e+05	-1.003e+05
9.00000000000000000000e+02	-1.219e+05	-9.769e+04
9.30000000000000000000e+02	-1.233e+05	-9.467e+04
9.60000000000000000000e+02	-1.243e+05	-9.163e+04
9.90000000000000000000e+02	-1.255e+05	-8.893e+04
1.02000000000000000000e+03	-1.263e+05	-8.568e+04
1.05000000000000000000e+03	-1.264e+05	-8.174e+04
1.08000000000000000000e+03	-1.272e+05	-7.855e+04
1.11000000000000000000e+03	-1.280e+05	-7.571e+04
1.14000000000000000000e+03	-1.303e+05	-7.389e+04
1.17000000000000000000e+03	-1.319e+05	-7.122e+04
1.20000000000000000000e+03	-1.325e+05	-6.800e+04
1.23000000000000000000e+03	-1.346e+05	-6.559e+04
1.26000000000000000000e+03	-1.349e+05	-6.222e+04
1.29000000000000000000e+03	-1.358e+05	-5.917e+04
1.32000000000000000000e+03	-1.379e+05	-5.694e+04
1.35000000000000000000e+03	-1.398e+05	-5.453e+04
1.38000000000000000000e+03	-1.420e+05	-5.204e+04
1.41000000000000000000e+03	-1.440e+05	-4.964e+04
1.44000000000000000000e+03	-1.461e+05	-4.693e+04
1.47000000000000000000e+03	-1.476e+05	-4.410e+04
1.50000000000000000000e+03	-1.493e+05	-4.154e+04
1.53000000000000000000e+03	-1.505e+05	-3.878e+04
1.56000000000000000000e+03	-1.511e+05	-3.569e+04
1.59000000000000000000e+03	-1.535e+05	-3.323e+04
1.62000000000000000000e+03	-1.548e+05	-3.040e+04
1.65000000000000000000e+03	-1.567e+05	-2.778e+04
1.68000000000000000000e+03	-1.586e+05	-2.518e+04
1.71000000000000000000e+03	-1.605e+05	-2.236e+04
1.74000000000000000000e+03	-1.618e+05	-1.960e+04
1.77000000000000000000e+03	-1.641e+05	-1.713e+04
1.80000000000000000000e+03	-1.659e+05	-1.432e+04
1.83000000000000000000e+03	-1.668e+05	-1.145e+04
1.86000000000000000000e+03	-1.683e+05	-8.731e+03
1.89000000000000000000e+03	-1.698e+05	-5.989e+03
1.92000000000000000000e+03	-1.706e+05	-3.243e+03
1.95000000000000000000e+03	-1.722e+05	-5.047e+02
1.98000000000000000000e+03	-1.722e+05	 2.413e+03
2.01000000000000000000e+03	-1.726e+05	 4.957e+03
2.04000000000000000000e+03	-1.742e+05	 7.763e+03
2.07000000000000000000e+03	-1.755e+05	 1.041e+04
2.10000000000000000000e+03	-1.768e+05	 1.280e+04
2.13000000000000000000e+03	-1.780e+05	 1.539e+04
2.16000000000000000000e+03	-1.787e+05	 1.828e+04
2.19000000000000000000e+03	-1.793e+05	 2.095e+04
2.22000000000000000000e+03	-1.792e+05	 2.327e+04
2.25000000000000000000e+03	-1.798e+05	 2.598e+04
2.28000000000000000000e+03	-1.800e+05	 2.846e+04
2.31000000000000000000e+03	-1.817e+05	 3.122e+04
2.34000000000000000000e+03	-1.817e+05	 3.341e+04
2.37000000000000000000e+03	-1.819e+05	 3.552e+04
2.40000000000000000000e+03	-1.842e+05	 3.835e+04
2.43000000000000000000e+03	-1.857e+05	 4.098e+04
2.46000000000000000000e+03	-1.883e+05	 4.383e+04
2.49000000000000000000e+03	-1.931e+05	 4.737e+04
2.52000000000000000000e+03	-1.939e+05	 4.978e+04
2.55000000000000000000e+03	-1.948e+05	 5.231e+04
2.58000000000000000000e+03	-1.961e+05	 5.527e+04
2.61000000000000000000e+03	-1.967e+05	 5.769e+04
2.64000000000000000000e+03	-1.986e+05	 6.050e+04
2.67000000000000000000e+03	-2.015e+05	 6.365e+04
2.70000000000000000000e+03	-2.034e+05	 6.640e+04
2.73000000000000000000e+03	-2.053e+05	 6.919e+04
2.76000000000000000000e+03	-2.060e+05	 7.170e+04
2.79000000000000000000e+03	-2.091e+05	 7.507e+04
2.82000000000000000000e+03	-2.121e+05	 7.812e+04
2.85000000000000000000e+03	-2.127e+05	 8.039e+04
2.88000000000000000000e+03	-2.149e+05	 8.325e+04
2.91000000000000000000e+03	-2.166e+05	 8.624e+04
2.94000000000000000000e+03	-2.173e+05	 8.835e+04
2.97000000000000000000e+03	-2.202e+05	 9.161e+04
3.00000000000000000000e+03	-2.211e+05	 9.445e+04
3.03000000000000000000e+03	-2.216e+05	 9.670e+04
3.06000000000000000000e+03	-2.218e+05	 9.906e+04
3.09000000000000000000e+03	-2.221e+05	 1.011e+05
3.12000000000000000000e+03	-2.224e+05	 1.034e+05
3.15000000000000000000e+03	-2.245e+05	 1.067e+05
3.18000000000000000000e+03	-2.261e+05	 1.094e+05
3.21000000000000000000e+03	-2.285e+05	 1.126e+05
3.24000000000000000000e+03	-2.298e+05	 1.155e+05
3.27000000000000000000e+03	-2.310e+05	 1.180e+05
3.30000000000000000000e+03	-2.315e+05	 1.201e+05
3.33000000000000000000e+03	-2.326e+05	 1.227e+05
3.36000000000000000000e+03	-2.342e+05	 1.256e+05
3.39000000000000000000e+03	-2.361e+05	 1.289e+05
3.42000000000000000000e+03	-2.386e+05	 1.319e+05
3.45000000000000000000e+03	-2.382e+05	 1.338e+05
3.48000000000000000000e+03	-2.406e+05	 1.367e+05
3.51000000000000000000e+03	-2.417e+05	 1.397e+05
3.54000000000000000000e+03	-2.427e+05	 1.417e+05
3.57000000000000000000e+03	-2.436e+05	 1.438e+05
3.60000000000000000000e+03	-2.445e+05	 1.463e+05
