0.08	3.91501e-14	1.55738e-11	3.89878e-14	2.1814e-11
0.08	3.91501e-14	1.55738e-11	3.89878e-14	2.1814e-11
0.08	3.91501e-14	1.55738e-11	3.89878e-14	2.1814e-11
0.08	3.91501e-14	1.55738e-11	3.89878e-14	2.1814e-11
0.08	3.91501e-14	1.55738e-11	3.89878e-14	2.1814e-11
0.08	3.91501e-14	1.55738e-11	3.89878e-14	2.1814e-11
0.08	3.91501e-14	1.55738e-11	3.89878e-14	2.1814e-11
0.08	3.91501e-14	1.55738e-11	3.89878e-14	2.1814e-11
0.08	3.91501e-14	1.55738e-11	3.89878e-14	2.1814e-11
0.08	3.91501e-14	1.55738e-11	3.89878e-14	2.1814e-11
0.08	3.91501e-14	1.55738e-11	3.89878e-14	2.1814e-11
0.08	3.91501e-14	1.55738e-11	3.89878e-14	2.1814e-11
0.08	3.91501e-14	1.55738e-11	3.89878e-14	2.1814e-11
0.08	3.91501e-14	1.55738e-11	3.89878e-14	2.1814e-11
0.08	3.91501e-14	1.55738e-11	3.89878e-14	2.1814e-11
0.08	3.91501e-14	1.55738e-11	3.89878e-14	2.1814e-11
0.08	3.91501e-14	1.55738e-11	3.89878e-14	2.1814e-11
0.08	3.91501e-14	1.55738e-11	3.89878e-14	2.1814e-11
0.08	9.91516e-12	2.25142e-09	1.0891e-11	3.08243e-09
0.08	8.0941e-15	8.52384e-12	8.87982e-13	2.06317e-11
0.08	8.0941e-15	8.52384e-12	8.87982e-13	2.06317e-11
0.08	8.0941e-15	8.52384e-12	8.87982e-13	2.06317e-11
0.8	7.54211e-13	3.74118e-10	5.02546e-11	2.41407e-09
8	4.00564e-11	1.12674e-08	2.5231e-09	6.5051e-08
8	4.00564e-11	1.12674e-08	2.5231e-09	6.5051e-08
8	4.00564e-11	1.12674e-08	2.5231e-09	6.5051e-08
8	4.00564e-11	1.12674e-08	2.5231e-09	6.5051e-08
8	4.00564e-11	1.12674e-08	2.5231e-09	6.5051e-08
8	4.00564e-11	1.12674e-08	2.5231e-09	6.5051e-08
8	4.00564e-11	1.12674e-08	2.5231e-09	6.5051e-08
8	4.00564e-11	1.12674e-08	2.5231e-09	6.5051e-08
8	4.00564e-11	1.12674e-08	2.5231e-09	6.5051e-08
8	4.00564e-11	1.12674e-08	2.5231e-09	6.5051e-08
8	4.00564e-11	1.12674e-08	2.5231e-09	6.5051e-08
8	4.00564e-11	1.12674e-08	2.5231e-09	6.5051e-08
8	4.00564e-11	1.12674e-08	2.5231e-09	6.5051e-08
8	4.00564e-11	1.12674e-08	2.5231e-09	6.5051e-08
8	4.00564e-11	1.12674e-08	2.5231e-09	6.5051e-08
8	4.00564e-11	1.12674e-08	2.5231e-09	6.5051e-08
8	4.00564e-11	1.12674e-08	2.5231e-09	6.5051e-08
20	1.75641e-10	3.73653e-08	1.08569e-08	1.94971e-07
20	9.15913e-11	1.03598e-08	3.95747e-09	2.76291e-07
20	2.01571e-11	4.03428e-10	2.26687e-09	2.4254e-07
20	9.82364e-11	3.28874e-09	1.02231e-08	1.08224e-07
20	1.38308e-10	4.7824e-09	2.50597e-08	2.79928e-07
20	1.75641e-10	3.73653e-08	1.08569e-08	1.94971e-07
20	1.75641e-10	3.73653e-08	1.08569e-08	1.94971e-07
20	1.75641e-10	3.73653e-08	1.08569e-08	1.94971e-07
20	1.75641e-10	3.73653e-08	1.08569e-08	1.94971e-07
20	1.75641e-10	3.73653e-08	1.08569e-08	1.94971e-07
20	4.46383e-10	1.9501e-07	4.5214e-08	3.17166e-07
20	1.27821e-09	1.02499e-06	8.55454e-08	3.54913e-07
20	1.27821e-09	1.02499e-06	8.55454e-08	3.54913e-07
20	1.57178e-09	2.51633e-06	1.54987e-08	6.29194e-07
20	1.27821e-09	1.02499e-06	8.55454e-08	3.54913e-07
20	7.24611e-10	6.06454e-07	3.25427e-07	2.17873e-06
20	7.24611e-10	6.06454e-07	3.25427e-07	2.17873e-06
20	1.27821e-09	1.02499e-06	8.55454e-08	3.54913e-07
20	1.27821e-09	1.02499e-06	8.55454e-08	3.54913e-07
20	1.27821e-09	1.02499e-06	8.55454e-08	3.54913e-07
20	1.27821e-09	1.02499e-06	8.55454e-08	3.54913e-07
20	1.27821e-09	1.02499e-06	8.55454e-08	3.54913e-07
