3.00000000000000000000e+01	-4.514e-06	-1.120e-06	-4.045e-06	-4.605e-02	-1.998e-02	-6.181e-02	-3.258e-06	-9.053e-08	-1.194e-06	-5.717e-02	 1.658e-02	 2.271e-02
6.00000000000000000000e+01	-3.271e-06	-1.864e-06	-5.086e-06	-2.986e-02	-2.918e-02	-7.386e-02	-2.657e-06	-4.919e-07	-1.826e-06	-5.411e-02	 1.296e-02	 1.464e-02
9.00000000000000000000e+01	-2.624e-06	-2.274e-06	-5.400e-06	-2.059e-02	-3.428e-02	-7.690e-02	-2.383e-06	-7.513e-07	-2.143e-06	-5.346e-02	 9.643e-03	 7.589e-03
1.20000000000000000000e+02	-2.473e-06	-2.329e-06	-5.110e-06	-1.690e-02	-3.545e-02	-7.344e-02	-2.381e-06	-8.352e-07	-2.146e-06	-5.453e-02	 7.846e-03	 4.044e-03
1.50000000000000000000e+02	-2.351e-06	-2.452e-06	-4.908e-06	-1.314e-02	-3.777e-02	-7.149e-02	-2.406e-06	-9.730e-07	-2.210e-06	-5.549e-02	 5.543e-03	 2.451e-04
1.80000000000000000000e+02	-2.467e-06	-2.421e-06	-4.519e-06	-1.208e-02	-3.858e-02	-6.788e-02	-2.583e-06	-1.022e-06	-2.142e-06	-5.760e-02	 4.510e-03	-1.035e-03
2.10000000000000000000e+02	-2.600e-06	-2.414e-06	-4.202e-06	-1.135e-02	-3.981e-02	-6.526e-02	-2.783e-06	-1.085e-06	-2.093e-06	-5.959e-02	 3.617e-03	-1.792e-03
2.40000000000000000000e+02	-2.728e-06	-2.448e-06	-3.964e-06	-1.092e-02	-4.143e-02	-6.341e-02	-2.990e-06	-1.175e-06	-2.079e-06	-6.137e-02	 2.615e-03	-2.472e-03
2.70000000000000000000e+02	-2.796e-06	-2.579e-06	-3.849e-06	-1.013e-02	-4.396e-02	-6.257e-02	-3.160e-06	-1.346e-06	-2.147e-06	-6.260e-02	 7.852e-04	-3.976e-03
3.00000000000000000000e+02	-2.819e-06	-2.705e-06	-3.723e-06	-9.160e-03	-4.621e-02	-6.128e-02	-3.297e-06	-1.526e-06	-2.203e-06	-6.337e-02	-1.051e-03	-5.165e-03
3.30000000000000000000e+02	-2.894e-06	-2.696e-06	-3.470e-06	-9.119e-03	-4.692e-02	-5.863e-02	-3.474e-06	-1.598e-06	-2.132e-06	-6.443e-02	-1.405e-03	-4.497e-03
3.60000000000000000000e+02	-2.784e-06	-2.885e-06	-3.421e-06	-7.052e-03	-4.963e-02	-5.787e-02	-3.501e-06	-1.844e-06	-2.228e-06	-6.397e-02	-3.730e-03	-5.883e-03
3.90000000000000000000e+02	-2.751e-06	-2.953e-06	-3.258e-06	-6.027e-03	-5.089e-02	-5.579e-02	-3.592e-06	-1.994e-06	-2.214e-06	-6.417e-02	-4.914e-03	-5.924e-03
4.20000000000000000000e+02	-2.729e-06	-3.112e-06	-3.180e-06	-5.095e-03	-5.306e-02	-5.452e-02	-3.696e-06	-2.237e-06	-2.273e-06	-6.459e-02	-7.131e-03	-6.844e-03
4.50000000000000000000e+02	-2.616e-06	-3.268e-06	-3.089e-06	-3.136e-03	-5.504e-02	-5.296e-02	-3.707e-06	-2.498e-06	-2.323e-06	-6.401e-02	-9.610e-03	-7.801e-03
4.80000000000000000000e+02	-2.583e-06	-3.352e-06	-2.938e-06	-1.983e-03	-5.630e-02	-5.085e-02	-3.798e-06	-2.700e-06	-2.304e-06	-6.428e-02	-1.140e-02	-7.964e-03
5.10000000000000000000e+02	-2.513e-06	-3.487e-06	-2.826e-06	-3.485e-04	-5.805e-02	-4.911e-02	-3.853e-06	-2.970e-06	-2.321e-06	-6.419e-02	-1.396e-02	-8.607e-03
5.40000000000000000000e+02	-2.505e-06	-3.506e-06	-2.633e-06	 5.577e-04	-5.867e-02	-4.668e-02	-3.974e-06	-3.121e-06	-2.237e-06	-6.465e-02	-1.522e-02	-8.121e-03
5.70000000000000000000e+02	-2.555e-06	-3.540e-06	-2.462e-06	 7.961e-04	-5.956e-02	-4.459e-02	-4.166e-06	-3.291e-06	-2.159e-06	-6.579e-02	-1.658e-02	-7.649e-03
6.00000000000000000000e+02	-2.543e-06	-3.420e-06	-2.220e-06	 1.417e-03	-5.900e-02	-4.193e-02	-4.276e-06	-3.270e-06	-1.975e-06	-6.585e-02	-1.585e-02	-5.957e-03
6.30000000000000000000e+02	-2.340e-06	-3.497e-06	-2.123e-06	 4.159e-03	-6.033e-02	-4.059e-02	-4.156e-06	-3.487e-06	-1.956e-06	-6.379e-02	-1.761e-02	-6.081e-03
6.60000000000000000000e+02	-2.266e-06	-3.570e-06	-2.018e-06	 5.567e-03	-6.147e-02	-3.907e-02	-4.198e-06	-3.709e-06	-1.918e-06	-6.346e-02	-1.944e-02	-6.047e-03
6.90000000000000000000e+02	-2.184e-06	-3.656e-06	-1.920e-06	 7.049e-03	-6.256e-02	-3.750e-02	-4.223e-06	-3.966e-06	-1.889e-06	-6.293e-02	-2.174e-02	-6.201e-03
7.20000000000000000000e+02	-2.142e-06	-3.616e-06	-1.763e-06	 8.070e-03	-6.247e-02	-3.545e-02	-4.296e-06	-4.056e-06	-1.768e-06	-6.279e-02	-2.233e-02	-5.404e-03
7.50000000000000000000e+02	-2.082e-06	-3.797e-06	-1.711e-06	 9.523e-03	-6.441e-02	-3.430e-02	-4.355e-06	-4.479e-06	-1.794e-06	-6.266e-02	-2.629e-02	-6.158e-03
7.80000000000000000000e+02	-2.076e-06	-3.842e-06	-1.588e-06	 1.037e-02	-6.490e-02	-3.245e-02	-4.486e-06	-4.731e-06	-1.717e-06	-6.311e-02	-2.866e-02	-5.949e-03
8.10000000000000000000e+02	-2.075e-06	-3.844e-06	-1.452e-06	 1.122e-02	-6.511e-02	-3.058e-02	-4.629e-06	-4.929e-06	-1.608e-06	-6.361e-02	-3.048e-02	-5.430e-03
8.40000000000000000000e+02	-2.003e-06	-3.916e-06	-1.351e-06	 1.287e-02	-6.585e-02	-2.895e-02	-4.668e-06	-5.259e-06	-1.549e-06	-6.315e-02	-3.369e-02	-5.470e-03
8.70000000000000000000e+02	-1.932e-06	-3.793e-06	-1.190e-06	 1.436e-02	-6.498e-02	-2.692e-02	-4.703e-06	-5.270e-06	-1.376e-06	-6.253e-02	-3.382e-02	-4.386e-03
9.00000000000000000000e+02	-1.831e-06	-3.890e-06	-1.107e-06	 1.642e-02	-6.588e-02	-2.544e-02	-4.700e-06	-5.677e-06	-1.329e-06	-6.171e-02	-3.788e-02	-4.586e-03
9.30000000000000000000e+02	-1.868e-06	-3.724e-06	-9.389e-07	 1.688e-02	-6.472e-02	-2.339e-02	-4.939e-06	-5.617e-06	-1.112e-06	-6.294e-02	-3.748e-02	-3.123e-03
9.60000000000000000000e+02	-1.782e-06	-3.695e-06	-8.341e-07	 1.848e-02	-6.469e-02	-2.181e-02	-4.956e-06	-5.813e-06	-1.000e-06	-6.212e-02	-3.957e-02	-2.691e-03
9.90000000000000000000e+02	-1.774e-06	-3.588e-06	-7.109e-07	 1.928e-02	-6.416e-02	-2.015e-02	-5.126e-06	-5.857e-06	-8.349e-07	-6.270e-02	-4.021e-02	-1.717e-03
1.02000000000000000000e+03	-1.808e-06	-3.424e-06	-5.851e-07	 1.945e-02	-6.344e-02	-1.857e-02	-5.385e-06	-5.761e-06	-6.422e-07	-6.403e-02	-3.944e-02	-4.307e-04
1.05000000000000000000e+03	-1.672e-06	-3.440e-06	-5.251e-07	 2.113e-02	-6.377e-02	-1.731e-02	-5.290e-06	-6.062e-06	-5.843e-07	-6.224e-02	-4.248e-02	-4.365e-04
1.08000000000000000000e+03	-1.536e-06	-3.464e-06	-4.646e-07	 2.303e-02	-6.364e-02	-1.591e-02	-5.193e-06	-6.423e-06	-5.243e-07	-6.056e-02	-4.629e-02	-4.489e-04
1.11000000000000000000e+03	-1.493e-06	-3.304e-06	-3.699e-07	 2.407e-02	-6.235e-02	-1.437e-02	-5.306e-06	-6.367e-06	-3.693e-07	-6.072e-02	-4.632e-02	 4.415e-04
1.14000000000000000000e+03	-1.522e-06	-3.079e-06	-2.732e-07	 2.430e-02	-6.125e-02	-1.299e-02	-5.600e-06	-6.101e-06	-1.837e-07	-6.244e-02	-4.434e-02	 1.673e-03
1.17000000000000000000e+03	-1.508e-06	-2.840e-06	-1.975e-07	 2.438e-02	-6.048e-02	-1.182e-02	-5.782e-06	-5.734e-06	-2.981e-08	-6.307e-02	-4.131e-02	 2.669e-03
1.20000000000000000000e+03	-1.329e-06	-2.845e-06	-1.751e-07	 2.597e-02	-6.087e-02	-1.080e-02	-5.532e-06	-6.018e-06	-1.817e-08	-6.001e-02	-4.425e-02	 2.372e-03
1.23000000000000000000e+03	-1.209e-06	-2.821e-06	-1.432e-07	 2.728e-02	-6.054e-02	-9.647e-03	-5.435e-06	-6.255e-06	 2.230e-08	-5.845e-02	-4.685e-02	 2.358e-03
1.26000000000000000000e+03	-1.107e-06	-2.689e-06	-1.053e-07	 2.837e-02	-5.949e-02	-8.474e-03	-5.370e-06	-6.183e-06	 8.635e-08	-5.711e-02	-4.671e-02	 2.574e-03
1.29000000000000000000e+03	-1.027e-06	-2.628e-06	-7.381e-08	 2.955e-02	-5.886e-02	-7.326e-03	-5.389e-06	-6.332e-06	 1.367e-07	-5.652e-02	-4.866e-02	 2.681e-03
1.32000000000000000000e+03	-9.608e-07	-2.511e-06	-4.304e-08	 3.052e-02	-5.786e-02	-6.176e-03	-5.443e-06	-6.306e-06	 1.902e-07	-5.613e-02	-4.910e-02	 2.835e-03
